trial_type,ssd,observed_rt,ss_rt,outcome,participant_id
go,,615.9429610203995,,go,15
go,,755.6154474212086,,go,15
go,,501.3097836845916,,go,15
stop,160.0,,190.51230464048243,successful inhibition,15
go,,776.7630572729577,,go,15
go,,667.5743903768571,,go,15
go,,504.58550363795166,,go,15
go,,558.5085150898138,,go,15
stop,160.0,,309.55331835566165,successful inhibition,15
go,,490.6367259984841,,go,15
go,,772.9350867275955,,go,15
go,,440.33290655349117,,go,15
go,,670.973572628067,,go,15
stop,160.0,,333.9760532067478,successful inhibition,15
go,,721.7075527077629,,go,15
go,,599.7147431299439,,go,15
go,,639.2287741998169,,go,15
go,,672.1876284250991,,go,15
stop,160.0,,287.5547817037424,successful inhibition,15
go,,696.2844784082658,,go,15
go,,578.600018134428,,go,15
go,,491.6429551477029,,go,15
go,,734.1157881599388,,go,15
stop,480.0,624.829934362617,180.30531596453147,stop-respond,15
go,,709.5472870903017,,go,15
go,,550.4163659946894,,go,15
go,,660.1500585577875,,go,15
go,,1012.4399288137566,,go,15
stop,160.0,,52.2705364254675,successful inhibition,15
go,,616.5833260204564,,go,15
go,,620.393425759411,,go,15
go,,659.5164086081926,,go,15
go,,829.1449951485176,,go,15
stop,400.0,,222.34500271428732,successful inhibition,15
go,,688.5784880041595,,go,15
go,,644.3035268666274,,go,15
go,,784.7213206350694,,go,15
go,,667.2630515413283,,go,15
stop,400.0,581.5309106556948,182.6411409314083,stop-respond,15
go,,845.9998836685322,,go,15
go,,503.5987390348047,,go,15
go,,645.6527508177663,,go,15
go,,678.0340414171595,,go,15
stop,240.0,,111.6446524914126,successful inhibition,15
go,,510.382390350216,,go,15
go,,434.40151158021996,,go,15
go,,595.4071697922908,,go,15
go,,689.732969974737,,go,15
stop,160.0,,300.6611271994448,successful inhibition,15
go,,469.7769689418338,,go,16
go,,540.570957170765,,go,16
go,,346.67185532451686,,go,16
go,,669.0661452384368,,go,16
stop,320.0,606.6250308238798,107.68918418215262,stop-respond,16
go,,467.44747570401853,,go,16
go,,721.0346112765468,,go,16
go,,711.9144999493492,,go,16
go,,515.7534305857628,,go,16
stop,80.0,597.3977490956097,133.56073339891614,stop-respond,16
go,,849.1382214483838,,go,16
go,,669.5307663122478,,go,16
go,,418.5099606517676,,go,16
go,,469.23896298057673,,go,16
stop,240.0,1042.4732265278221,69.73595327787308,stop-respond,16
go,,222.9646131481562,,go,16
go,,656.5097084055385,,go,16
go,,303.4296272390886,,go,16
go,,1180.2323776957187,,go,16
stop,320.0,226.10884590106204,154.42607124951058,stop-respond,16
go,,619.0099900763552,,go,16
go,,491.157340786344,,go,16
go,,573.3812748681311,,go,16
go,,741.1745642686537,,go,16
stop,80.0,929.423497784693,56.85803202090274,stop-respond,16
go,,557.0194710067802,,go,16
go,,702.3679171467613,,go,16
go,,271.883901858268,,go,16
go,,762.6055101054311,,go,16
stop,400.0,248.81052425330753,232.33885705877694,stop-respond,16
go,,341.64244572461246,,go,16
go,,779.6952708882534,,go,16
go,,898.4346641592929,,go,16
go,,577.1161447157704,,go,16
stop,240.0,837.2074150240542,138.09098136527973,stop-respond,16
go,,807.6197307882364,,go,16
go,,83.48145578191725,,go,16
go,,659.9890197736419,,go,16
go,,443.6934277075232,,go,16
stop,240.0,521.3080671576404,45.82886099102966,stop-respond,16
go,,609.5322069446697,,go,16
go,,621.2975189310232,,go,16
go,,850.300498109931,,go,16
go,,722.6060760855166,,go,16
stop,160.0,700.1684110003806,137.4155939943393,stop-respond,16
go,,596.4457280950265,,go,16
go,,709.576609432442,,go,16
go,,376.35003827533257,,go,16
go,,481.8962152654712,,go,16
stop,240.0,319.84926904487736,206.21981592210346,stop-respond,16
go,,221.13158316335722,,go,17
go,,413.4387794385863,,go,17
go,,408.9106286138182,,go,17
go,,526.5277670782882,,go,17
stop,480.0,,128.348087314452,successful inhibition,17
go,,368.7202586955405,,go,17
go,,741.5244955608819,,go,17
go,,511.8763667153339,,go,17
go,,307.75325714142764,,go,17
stop,400.0,370.3622155030539,229.39810926867952,stop-respond,17
go,,684.945471732676,,go,17
go,,520.5270027053328,,go,17
go,,636.390533800123,,go,17
go,,326.40490718853374,,go,17
stop,80.0,,205.63014891085996,successful inhibition,17
go,,383.8345729058958,,go,17
go,,402.3898273696675,,go,17
go,,187.3965607554511,,go,17
go,,742.467394490438,,go,17
stop,480.0,577.7397579843018,127.66226191648701,stop-respond,17
go,,253.81101250491028,,go,17
go,,376.62219714290165,,go,17
go,,191.47799221155054,,go,17
go,,534.6255166271721,,go,17
stop,160.0,191.18192266011062,146.3936857910331,stop-respond,17
go,,306.90349647669586,,go,17
go,,600.7729123950586,,go,17
go,,515.0646310932068,,go,17
go,,312.1795135817262,,go,17
stop,320.0,,144.4503004724028,successful inhibition,17
go,,220.66944681641195,,go,17
go,,604.899315740756,,go,17
go,,656.3932906119284,,go,17
go,,549.7829782146042,,go,17
stop,320.0,403.4728592371601,151.61326542544217,stop-respond,17
go,,438.458785087601,,go,17
go,,444.9169518023752,,go,17
go,,500.56357216875205,,go,17
go,,523.4639049865132,,go,17
stop,160.0,,240.25818439590824,successful inhibition,17
go,,438.40143602661817,,go,17
go,,628.8545680215392,,go,17
go,,445.86373082346927,,go,17
go,,564.8123969410428,,go,17
stop,400.0,509.1380357581055,199.67273282025715,stop-respond,17
go,,431.62489860274366,,go,17
go,,207.14477746276836,,go,17
go,,628.3061856746795,,go,17
go,,687.4553026197706,,go,17
stop,400.0,,178.7338834293806,successful inhibition,17
go,,984.5035460123348,,go,18
go,,725.3917511569499,,go,18
go,,575.1136115664469,,go,18
go,,647.7756221910548,,go,18
stop,80.0,,277.0715710919877,successful inhibition,18
go,,917.2987611650399,,go,18
go,,827.0386022799305,,go,18
go,,710.2208603457888,,go,18
go,,879.3965374059103,,go,18
stop,240.0,313.73059982537256,339.8064834099857,stop-respond,18
go,,600.5457671421565,,go,18
go,,659.1100655695515,,go,18
go,,744.7215904876286,,go,18
go,,774.5893745331978,,go,18
stop,80.0,903.5382658122401,296.4374766865636,stop-respond,18
go,,329.1767098150014,,go,18
go,,529.2270023388164,,go,18
go,,271.6726008374259,,go,18
go,,739.1401619051643,,go,18
stop,480.0,,267.4487435052971,successful inhibition,18
go,,985.7466313833338,,go,18
go,,-21.200163035815763,,go,18
go,,641.7925470502392,,go,18
go,,724.4722789125333,,go,18
stop,480.0,636.9720937558129,305.17289594798496,stop-respond,18
go,,816.2271584816311,,go,18
go,,492.97156853769144,,go,18
go,,337.57910755725214,,go,18
go,,432.1715046846646,,go,18
stop,160.0,857.1307708589491,368.582186277641,stop-respond,18
go,,577.1919882284982,,go,18
go,,351.53510275211283,,go,18
go,,747.698739158418,,go,18
go,,767.3004561975689,,go,18
stop,240.0,490.0982523034907,267.0952063338017,stop-respond,18
go,,612.5925487548592,,go,18
go,,593.4324151736483,,go,18
go,,879.070954716382,,go,18
go,,453.2484043168007,,go,18
stop,320.0,795.8855999800785,317.1491316496639,stop-respond,18
go,,848.5213412125978,,go,18
go,,768.0729559530255,,go,18
go,,948.5236694334599,,go,18
go,,685.8155725699502,,go,18
stop,80.0,672.8572796329081,234.18712822588026,stop-respond,18
go,,431.45468930181636,,go,18
go,,443.34310185050026,,go,18
go,,823.9200844801481,,go,18
go,,536.6520005026617,,go,18
stop,400.0,585.3730507929802,310.9144699876012,stop-respond,18
go,,427.01603691756407,,go,19
go,,579.2320873686432,,go,19
go,,554.6731232580113,,go,19
go,,648.3526081653496,,go,19
stop,320.0,457.68126041363445,163.2376228820918,stop-respond,19
go,,449.7785123880268,,go,19
go,,472.57135461581316,,go,19
go,,469.1364006977149,,go,19
go,,394.7281422158688,,go,19
stop,160.0,512.9164581832495,346.0000690914861,stop-respond,19
go,,582.3478639591648,,go,19
go,,556.5678806721914,,go,19
go,,639.5666186762196,,go,19
go,,524.0189121811038,,go,19
stop,160.0,453.7348360549939,614.1114653503022,stop-respond,19
go,,605.91390085115,,go,19
go,,590.7609462131359,,go,19
go,,481.42024142092095,,go,19
go,,554.0350360232471,,go,19
stop,400.0,531.4900049913145,302.2958230736257,stop-respond,19
go,,547.6260864030907,,go,19
go,,585.4629635642469,,go,19
go,,508.00332323984946,,go,19
go,,503.63423395145975,,go,19
stop,320.0,453.1114200314895,499.88683120416886,stop-respond,19
go,,469.88018689801197,,go,19
go,,518.2450592887071,,go,19
go,,552.7201063968432,,go,19
go,,508.89730464749334,,go,19
stop,160.0,493.1344056870981,691.0498467226037,stop-respond,19
go,,499.80403971560963,,go,19
go,,620.4547964031949,,go,19
go,,616.503846393763,,go,19
go,,532.1438504496791,,go,19
stop,240.0,402.0655940261237,224.2644127367789,stop-respond,19
go,,627.4392447365582,,go,19
go,,478.6097016113126,,go,19
go,,545.0310065299662,,go,19
go,,497.5385772001431,,go,19
stop,480.0,,8.022015385689713,successful inhibition,19
go,,544.9766110363206,,go,19
go,,542.0900862050752,,go,19
go,,555.850910697192,,go,19
go,,484.25896418669623,,go,19
stop,400.0,438.823518134006,218.040795768098,stop-respond,19
go,,425.8558974677871,,go,19
go,,564.1977682440926,,go,19
go,,576.9583083715661,,go,19
go,,542.5558709126948,,go,19
stop,160.0,535.7216211982184,347.7499014841011,stop-respond,19
go,,672.2893575688116,,go,20
go,,597.8625139499788,,go,20
go,,670.1166721766544,,go,20
go,,553.9887882329411,,go,20
stop,80.0,532.4110130632652,119.73430101965577,stop-respond,20
go,,626.0639189603423,,go,20
go,,552.5272758490673,,go,20
go,,594.4291335090342,,go,20
go,,546.3626666855456,,go,20
stop,240.0,590.8013943757281,265.4203426582217,stop-respond,20
go,,649.6361524419904,,go,20
go,,499.9490954964388,,go,20
go,,678.5322763627395,,go,20
go,,588.7511236296893,,go,20
stop,160.0,,267.7818581610307,successful inhibition,20
go,,468.6810912007297,,go,20
go,,481.03785826269007,,go,20
go,,615.3067849950827,,go,20
go,,587.6498672505252,,go,20
stop,240.0,557.9617321152554,299.04022384676045,stop-respond,20
go,,551.6207712493521,,go,20
go,,584.0796141587622,,go,20
go,,577.5635905255293,,go,20
go,,559.4060303379161,,go,20
stop,400.0,605.1992309963731,210.5488204938791,stop-respond,20
go,,542.3302052219947,,go,20
go,,619.9678568021695,,go,20
go,,682.2432240316633,,go,20
go,,574.5983944623983,,go,20
stop,240.0,,208.85690085873264,successful inhibition,20
go,,540.1531108207602,,go,20
go,,576.1478555427685,,go,20
go,,534.1199304926254,,go,20
go,,574.9056736254654,,go,20
stop,480.0,,130.18056481167253,successful inhibition,20
go,,640.3399007555233,,go,20
go,,625.0183115855541,,go,20
go,,690.7478694981612,,go,20
go,,691.5372435676712,,go,20
stop,400.0,466.0975183153565,242.9810132801107,stop-respond,20
go,,563.0890221554338,,go,20
go,,530.2246793246279,,go,20
go,,518.886525127157,,go,20
go,,544.7731876381575,,go,20
stop,480.0,614.9354696140756,332.3224459862087,stop-respond,20
go,,574.3323752629567,,go,20
go,,501.7036563924686,,go,20
go,,658.2433040253976,,go,20
go,,605.7375072270432,,go,20
stop,320.0,504.1892229616774,173.38189908405184,stop-respond,20
go,,515.4948727294712,,go,21
go,,541.9362759612864,,go,21
go,,629.1608743766974,,go,21
go,,417.72381511952466,,go,21
stop,240.0,728.3648497299044,218.73533155161277,stop-respond,21
go,,389.99641157613047,,go,21
go,,445.0462658801283,,go,21
go,,809.6267824030308,,go,21
go,,617.9623439518172,,go,21
stop,480.0,509.8004958497643,219.68208094254587,stop-respond,21
go,,178.31275060644816,,go,21
go,,526.0939576295259,,go,21
go,,317.8140388777534,,go,21
go,,748.7910961139489,,go,21
stop,480.0,377.963836894026,200.29306394009689,stop-respond,21
go,,615.2714673766121,,go,21
go,,165.85004175329072,,go,21
go,,283.31889480994994,,go,21
go,,320.4907845068204,,go,21
stop,160.0,,214.90743903223978,successful inhibition,21
go,,548.6265178238725,,go,21
go,,529.8733396883664,,go,21
go,,355.2964598627423,,go,21
go,,600.7201151555786,,go,21
stop,240.0,325.74241197582444,219.00819817479774,stop-respond,21
go,,435.32341731326954,,go,21
go,,437.52323345582556,,go,21
go,,498.77812031995717,,go,21
go,,348.6598726482048,,go,21
stop,160.0,528.903675392228,223.53666530722606,stop-respond,21
go,,756.8370619343425,,go,21
go,,580.063063154448,,go,21
go,,407.9106251328444,,go,21
go,,414.54651105658826,,go,21
stop,320.0,310.9263088359447,205.33617795687266,stop-respond,21
go,,779.8891942021964,,go,21
go,,525.290149786402,,go,21
go,,482.11122869297037,,go,21
go,,346.8953235287545,,go,21
stop,80.0,,233.0306653693799,successful inhibition,21
go,,277.8907524508419,,go,21
go,,321.1000149382014,,go,21
go,,401.2200066403073,,go,21
go,,509.7800655048016,,go,21
stop,480.0,522.3797815372496,217.63006249300642,stop-respond,21
go,,389.23066406985333,,go,21
go,,626.87320582087,,go,21
go,,520.6889560283329,,go,21
go,,612.0116376747405,,go,21
stop,80.0,,216.88090741076087,successful inhibition,21
go,,596.329466268645,,go,22
go,,756.0207143953735,,go,22
go,,533.0335671358519,,go,22
go,,443.82526717492584,,go,22
stop,320.0,671.8474166542991,321.36206952261745,stop-respond,22
go,,727.0964406436926,,go,22
go,,628.9237852376422,,go,22
go,,911.1333768815068,,go,22
go,,534.6287406121291,,go,22
stop,160.0,700.7096757799674,285.6210607830187,stop-respond,22
go,,618.1441679148164,,go,22
go,,691.1955493680051,,go,22
go,,519.7822076781192,,go,22
go,,1095.0651247691226,,go,22
stop,240.0,124.46303556425227,346.68043008557856,stop-respond,22
go,,632.1826182529323,,go,22
go,,861.677613124091,,go,22
go,,678.0591923213897,,go,22
go,,691.9855414603259,,go,22
stop,240.0,686.4814388945546,337.001114949828,stop-respond,22
go,,1278.2566492406586,,go,22
go,,404.80535151653737,,go,22
go,,1134.6139082886498,,go,22
go,,787.8843937576853,,go,22
stop,320.0,505.029164882212,300.0235776814528,stop-respond,22
go,,960.1140578287141,,go,22
go,,650.0374708607083,,go,22
go,,931.7736175522415,,go,22
go,,543.8133755972736,,go,22
stop,80.0,511.4485991556598,438.4336646852124,stop-respond,22
go,,633.4220548244261,,go,22
go,,946.329215633138,,go,22
go,,1005.5287342088504,,go,22
go,,1137.205534438448,,go,22
stop,240.0,580.8745017570283,300.41176207739596,stop-respond,22
go,,549.9049656302229,,go,22
go,,367.2958933791863,,go,22
go,,672.5942888903082,,go,22
go,,725.1748262277096,,go,22
stop,320.0,603.0133656043944,351.56396371981435,stop-respond,22
go,,694.7761635963348,,go,22
go,,622.6143811447225,,go,22
go,,1043.1719697840715,,go,22
go,,347.20181171047966,,go,22
stop,160.0,379.0013222271614,372.6520814846926,stop-respond,22
go,,806.8426742182096,,go,22
go,,425.8445367817681,,go,22
go,,826.1017225241626,,go,22
go,,691.3851778138115,,go,22
stop,160.0,965.3264793030685,388.49525714439636,stop-respond,22
go,,792.6098601365209,,go,23
go,,623.1705673578923,,go,23
go,,588.798552698562,,go,23
go,,559.3233780439446,,go,23
stop,80.0,,162.96761764542666,successful inhibition,23
go,,586.9884012108589,,go,23
go,,570.4615320427844,,go,23
go,,907.6493160118542,,go,23
go,,640.311790286791,,go,23
stop,320.0,645.3128324177784,262.98025932397775,stop-respond,23
go,,407.7375820738255,,go,23
go,,738.9195941885152,,go,23
go,,664.4497346992314,,go,23
go,,397.26475527666753,,go,23
stop,240.0,489.33354258686654,224.96438982399275,stop-respond,23
go,,537.5783959937434,,go,23
go,,641.7821297526557,,go,23
go,,525.3424279693228,,go,23
go,,581.0080725949144,,go,23
stop,240.0,502.68274494076803,136.54403923044066,stop-respond,23
go,,437.29291446041367,,go,23
go,,621.7627629901351,,go,23
go,,541.127691346629,,go,23
go,,639.1376527265236,,go,23
stop,400.0,1030.776492013158,633.5519763903044,stop-respond,23
go,,531.6122147294246,,go,23
go,,519.7444743046863,,go,23
go,,931.3310864536522,,go,23
go,,781.0569461011321,,go,23
stop,240.0,504.9673308480709,599.4255537688,stop-respond,23
go,,599.4316784046795,,go,23
go,,804.6990621177599,,go,23
go,,507.7804796072579,,go,23
go,,397.1995399300606,,go,23
stop,80.0,571.6751284808196,308.15181264375167,stop-respond,23
go,,435.4361125587509,,go,23
go,,621.6762614487667,,go,23
go,,461.66933484221454,,go,23
go,,567.3197728490527,,go,23
stop,320.0,773.1005698007446,492.9532719657078,stop-respond,23
go,,487.01505312089535,,go,23
go,,480.64932712996006,,go,23
go,,593.7426259755501,,go,23
go,,614.7708538224475,,go,23
stop,400.0,816.8212546810073,177.96223689512487,stop-respond,23
go,,526.5674750165866,,go,23
go,,590.1325659985825,,go,23
go,,506.7676685219115,,go,23
go,,582.319262516583,,go,23
stop,80.0,,450.2531582744218,successful inhibition,23
go,,742.3216223958054,,go,24
go,,600.5984363763076,,go,24
go,,537.9201181156957,,go,24
go,,616.1255290815989,,go,24
stop,400.0,,247.00324815646417,successful inhibition,24
go,,527.4225053478268,,go,24
go,,580.6788587717947,,go,24
go,,682.0587907307786,,go,24
go,,559.9594394835962,,go,24
stop,400.0,,210.03421171988546,successful inhibition,24
go,,604.0649320924132,,go,24
go,,849.5104789256916,,go,24
go,,575.8884074181587,,go,24
go,,677.572525984281,,go,24
stop,80.0,,226.04003476958312,successful inhibition,24
go,,576.4070360754624,,go,24
go,,630.1281510856978,,go,24
go,,519.3502500872044,,go,24
go,,752.1743312643343,,go,24
stop,160.0,,178.1659713165833,successful inhibition,24
go,,729.6177726253111,,go,24
go,,591.6418388573308,,go,24
go,,575.3303272038444,,go,24
go,,699.0689717177254,,go,24
stop,80.0,,279.9458342995437,successful inhibition,24
go,,649.8779515578028,,go,24
go,,636.1494737251907,,go,24
go,,999.5971800079403,,go,24
go,,610.8249823861526,,go,24
stop,160.0,,361.1693420447987,successful inhibition,24
go,,727.9851761368601,,go,24
go,,561.5610429632156,,go,24
go,,764.3285949461721,,go,24
go,,647.2830531275747,,go,24
stop,400.0,,189.38095871902686,successful inhibition,24
go,,562.121187150187,,go,24
go,,597.2838240996568,,go,24
go,,612.908227062643,,go,24
go,,600.116865256943,,go,24
stop,160.0,,183.83096791314563,successful inhibition,24
go,,620.0979413920497,,go,24
go,,578.6691214068347,,go,24
go,,723.7212685702536,,go,24
go,,920.9131817205846,,go,24
stop,80.0,,111.26449623896394,successful inhibition,24
go,,721.0673186650076,,go,24
go,,602.8786565576719,,go,24
go,,657.3321335431075,,go,24
go,,1079.5440891090657,,go,24
stop,320.0,,244.72025784351172,successful inhibition,24
go,,727.7224840164142,,go,25
go,,479.645323204521,,go,25
go,,510.11386598850993,,go,25
go,,497.5946537680052,,go,25
stop,400.0,633.6730908753086,277.1300054577764,stop-respond,25
go,,683.8245535258924,,go,25
go,,638.5737270347092,,go,25
go,,468.10580129801065,,go,25
go,,592.0643874480864,,go,25
stop,400.0,473.617916582665,520.7700979201578,stop-respond,25
go,,716.5319194056735,,go,25
go,,400.53789152308417,,go,25
go,,481.33932225493817,,go,25
go,,562.5497543639674,,go,25
stop,160.0,468.6973683261593,372.50805825908276,stop-respond,25
go,,240.5926818304065,,go,25
go,,477.8774806161391,,go,25
go,,362.61832144888865,,go,25
go,,347.91827108904903,,go,25
stop,80.0,437.0481745984182,232.6107593095647,stop-respond,25
go,,440.2285024655513,,go,25
go,,471.58311780095806,,go,25
go,,409.6593449781742,,go,25
go,,409.2332678557752,,go,25
stop,160.0,,197.73847640743395,successful inhibition,25
go,,420.3584128835704,,go,25
go,,472.9898699422011,,go,25
go,,456.1025346647545,,go,25
go,,182.66920153069958,,go,25
stop,480.0,429.46635784920176,323.0416120200157,stop-respond,25
go,,304.5062512740987,,go,25
go,,317.07379927722104,,go,25
go,,570.3810197947759,,go,25
go,,661.1348842767636,,go,25
stop,240.0,579.3549052214861,221.40755576078584,stop-respond,25
go,,646.1876013839158,,go,25
go,,564.9100556608939,,go,25
go,,693.0198824294712,,go,25
go,,476.31486425461344,,go,25
stop,400.0,359.85756591272605,384.5534960278899,stop-respond,25
go,,556.673228625702,,go,25
go,,515.9511908775037,,go,25
go,,376.56516943938766,,go,25
go,,339.4451404704458,,go,25
stop,80.0,265.85784167253126,453.8122005260017,stop-respond,25
go,,489.47621627503315,,go,25
go,,478.7762186749994,,go,25
go,,494.55114505360046,,go,25
go,,734.9241854738084,,go,25
stop,400.0,570.7395475250286,344.7292183629629,stop-respond,25
go,,562.638715768983,,go,26
go,,458.10402946034884,,go,26
go,,470.7159503558074,,go,26
go,,708.9609441676068,,go,26
stop,160.0,533.1719237419971,582.1061746143456,stop-respond,26
go,,719.3972957062135,,go,26
go,,704.0578653943455,,go,26
go,,469.61891037008314,,go,26
go,,502.543785613544,,go,26
stop,400.0,582.246302835208,243.8107934145762,stop-respond,26
go,,521.6089183912832,,go,26
go,,585.4340825712078,,go,26
go,,1108.993408557732,,go,26
go,,645.083506807132,,go,26
stop,480.0,521.4069753642383,273.2204090710085,stop-respond,26
go,,548.7553132995974,,go,26
go,,636.2525499673718,,go,26
go,,596.1813764336289,,go,26
go,,975.5963516263114,,go,26
stop,320.0,568.6694154736051,277.00234617914094,stop-respond,26
go,,747.1377806203305,,go,26
go,,497.17717793631925,,go,26
go,,503.7998010465051,,go,26
go,,886.2849150324719,,go,26
stop,80.0,572.2965815688489,556.365987990501,stop-respond,26
go,,610.3454680211257,,go,26
go,,664.0605194318935,,go,26
go,,689.0844209299386,,go,26
go,,604.3747759851718,,go,26
stop,320.0,562.2331811024512,413.58993083945785,stop-respond,26
go,,559.348582470658,,go,26
go,,574.5108508367158,,go,26
go,,639.4016681949491,,go,26
go,,647.5922260734995,,go,26
stop,240.0,439.2212216250002,374.2116370069053,stop-respond,26
go,,597.3751632860509,,go,26
go,,531.2781262457454,,go,26
go,,647.8116280122149,,go,26
go,,415.03454937973896,,go,26
stop,80.0,,385.8582588571153,successful inhibition,26
go,,647.355533840635,,go,26
go,,479.60251559661685,,go,26
go,,502.79973284020065,,go,26
go,,551.5373888130143,,go,26
stop,160.0,530.863004612505,380.45813263023956,stop-respond,26
go,,951.9075833304234,,go,26
go,,802.30869825375,,go,26
go,,665.2587984722518,,go,26
go,,575.7726689867272,,go,26
stop,320.0,532.6492752704459,358.91767465137997,stop-respond,26
go,,621.8092808838483,,go,27
go,,538.6214802316684,,go,27
go,,545.4677424823344,,go,27
go,,558.2276293262332,,go,27
stop,160.0,,274.35383234483396,successful inhibition,27
go,,565.5876585493318,,go,27
go,,466.4741764051406,,go,27
go,,519.9225726735689,,go,27
go,,424.3915697077411,,go,27
stop,160.0,434.4270192371291,254.1151569196525,stop-respond,27
go,,359.3583878189733,,go,27
go,,556.6332799324084,,go,27
go,,370.90881119694313,,go,27
go,,454.81071491972034,,go,27
stop,480.0,609.3095050744935,245.124695356554,stop-respond,27
go,,323.88441637637777,,go,27
go,,536.075697439491,,go,27
go,,500.2410215059482,,go,27
go,,481.9617555263135,,go,27
stop,320.0,461.94146516030855,136.1355722662478,stop-respond,27
go,,384.29289662091014,,go,27
go,,556.4486890022191,,go,27
go,,542.2525953832154,,go,27
go,,458.55610264753375,,go,27
stop,240.0,667.1451524686208,403.9843867063415,stop-respond,27
go,,660.5011415478398,,go,27
go,,450.73012335604994,,go,27
go,,539.2043446103329,,go,27
go,,685.3890017669421,,go,27
stop,480.0,427.27775627421425,239.75458950300327,stop-respond,27
go,,501.98374647517784,,go,27
go,,603.3774103464274,,go,27
go,,575.5969594160285,,go,27
go,,599.4614137334959,,go,27
stop,320.0,454.11163520960406,230.84558444277823,stop-respond,27
go,,528.2994940210199,,go,27
go,,479.64591540215906,,go,27
go,,564.3153430292912,,go,27
go,,563.7734270922542,,go,27
stop,320.0,507.1284874849963,205.11692503128958,stop-respond,27
go,,556.2459194946496,,go,27
go,,563.857043094865,,go,27
go,,605.8777414121655,,go,27
go,,441.27709047439043,,go,27
stop,320.0,635.2704086485435,226.171756289018,stop-respond,27
go,,581.6755926687897,,go,27
go,,476.176663694437,,go,27
go,,467.7362570424139,,go,27
go,,619.9393462612715,,go,27
stop,160.0,,246.55317351098523,successful inhibition,27
go,,510.58761386613173,,go,28
go,,563.0474609263304,,go,28
go,,390.44971738120387,,go,28
go,,972.5198643639014,,go,28
stop,80.0,132.78734894351157,107.07146548106621,stop-respond,28
go,,664.7915972689962,,go,28
go,,525.1815851974145,,go,28
go,,732.8004583342649,,go,28
go,,391.8098758173685,,go,28
stop,480.0,593.7290056479361,166.68670870449185,stop-respond,28
go,,525.2606794280732,,go,28
go,,881.3791141096324,,go,28
go,,578.9501357023622,,go,28
go,,809.3166641193046,,go,28
stop,240.0,605.5987822455585,170.15314608517286,stop-respond,28
go,,242.0601749232932,,go,28
go,,590.5837000796673,,go,28
go,,1018.1222463180382,,go,28
go,,465.0611025814483,,go,28
stop,400.0,472.9564897664813,145.9380540807637,stop-respond,28
go,,713.2702310716713,,go,28
go,,502.53164421022524,,go,28
go,,448.9902493262702,,go,28
go,,813.7694316945771,,go,28
stop,480.0,484.5525637789017,143.59686616812382,stop-respond,28
go,,357.56000906987924,,go,28
go,,326.327979350802,,go,28
go,,393.3284980724825,,go,28
go,,917.6056570971173,,go,28
stop,160.0,521.2741765293414,143.1119432703052,stop-respond,28
go,,591.349132022628,,go,28
go,,542.2407250870689,,go,28
go,,866.8866306152559,,go,28
go,,510.33258850086037,,go,28
stop,320.0,553.4247528343359,138.68689324634494,stop-respond,28
go,,899.2901085811271,,go,28
go,,311.1003355853619,,go,28
go,,601.8999147971039,,go,28
go,,1010.6019691796193,,go,28
stop,400.0,595.1941024714849,156.8105733309348,stop-respond,28
go,,858.6746184775895,,go,28
go,,417.05440094656007,,go,28
go,,804.21189823758,,go,28
go,,462.6843280629649,,go,28
stop,240.0,659.8390335801522,-2.0220364990226045,stop-respond,28
go,,620.3100767302373,,go,28
go,,791.8616005258691,,go,28
go,,834.1318443390835,,go,28
go,,806.6087313258982,,go,28
stop,400.0,221.82082053029214,199.4482430920313,stop-respond,28
go,,859.4645444203175,,go,29
go,,821.4034075149639,,go,29
go,,583.1175838996163,,go,29
go,,610.3607676471393,,go,29
stop,400.0,588.6213069403739,216.8052916012006,stop-respond,29
go,,925.7959987459433,,go,29
go,,647.1867611811456,,go,29
go,,523.3347854561044,,go,29
go,,666.1186013982935,,go,29
stop,480.0,720.2473994534412,176.91646710057375,stop-respond,29
go,,860.6298801505611,,go,29
go,,556.739161933431,,go,29
go,,1150.8716488925616,,go,29
go,,950.2196272728066,,go,29
stop,240.0,854.9699288487368,189.93978063756944,stop-respond,29
go,,622.0404064091681,,go,29
go,,652.6624228386265,,go,29
go,,985.0861490691245,,go,29
go,,677.5034595851952,,go,29
stop,240.0,620.3217307368633,408.79481443085734,stop-respond,29
go,,578.0200757746913,,go,29
go,,569.1610173557801,,go,29
go,,755.4985338843672,,go,29
go,,722.8307167230195,,go,29
stop,400.0,600.4127376049922,200.45435819099816,stop-respond,29
go,,762.481597849434,,go,29
go,,439.5523901195895,,go,29
go,,875.8180105592166,,go,29
go,,616.9699298552591,,go,29
stop,160.0,668.5579389947437,207.04295360371322,stop-respond,29
go,,946.0892841044007,,go,29
go,,692.5342673557691,,go,29
go,,1001.6910037990792,,go,29
go,,585.0159734103389,,go,29
stop,160.0,646.87028925261,212.79207412141506,stop-respond,29
go,,757.6292643635004,,go,29
go,,930.921978639074,,go,29
go,,752.7801727693544,,go,29
go,,783.2606758475667,,go,29
stop,400.0,970.3140072399597,200.64305189468087,stop-respond,29
go,,625.6898724640355,,go,29
go,,828.2464181971301,,go,29
go,,529.1433532679409,,go,29
go,,740.4976707256351,,go,29
stop,400.0,665.0947958667714,280.22742458596645,stop-respond,29
go,,570.258452927032,,go,29
go,,1247.580741999352,,go,29
go,,1074.7638530849802,,go,29
go,,715.0762913202462,,go,29
stop,80.0,915.7691775925144,144.29663525486774,stop-respond,29
go,,404.5842791792768,,go,30
